code,date,time,price,quantity,direction,profit_loss,current_cash,currentCommission,currentMargin,contract_type
IC2308,20230717,14:00:00,5976.4,1,1,1195280.0,-715079.6076799997,27.49144,143433.6,main
IC2308,20230814,14:00:00,5893.8,1,2,-1178760.0,463653.28084000037,27.11148,-141451.19999999998,main
IC2309,20230814,14:00:00,5896.0,1,1,1179200.0,-715573.8407599996,27.1216,141504.0,main
IC2309,20230911,14:00:00,5787.4,1,2,-1157480.0,441879.53720000037,26.62204,-138897.6,main
IC2310,20230911,14:00:00,5788.0,1,1,1157600.0,-715747.0875999997,26.6248,138912.0,main
IC2310,20231016,14:00:00,5582.0,1,2,-1116400.0,400627.2352000002,25.6772,-133968.0,main
IC2311,20231016,14:00:00,5585.6,1,1,1117120.0,-716518.4585599997,25.69376,134054.4,main
IC2311,20231113,14:00:00,5583.8,1,2,-1116760.0,400215.8559600003,25.68548,-134011.19999999998,main
IC2312,20231113,14:00:00,5572.0,1,1,1114400.0,-714209.7752399996,25.6312,133728.0,main
IC2312,20231211,14:00:00,5524.6,1,2,-1104920.0,390684.81160000036,25.41316,-132590.4,main
IC2401,20231211,14:00:00,5500.0,1,1,1100000.0,-709340.4883999997,25.3,132000.0,main
IC2401,20240115,14:00:00,5190.2,1,2,-1038040.0,328675.63668000035,23.87492,-124564.79999999999,main
IC2402,20240115,14:00:00,5164.0,1,1,1032800.0,-704148.1177199996,23.7544,123936.0,main
IC2402,20240219,14:00:00,5101.4,1,2,-1020279.9999999999,316108.41584000026,23.46644,-122433.59999999998,main
IC2403,20240219,14:00:00,5056.6,1,1,1011320.0000000001,-695234.8445199998,23.260360000000002,121358.40000000001,main
IC2403,20240311,14:00:00,5385.4,1,2,-1077080.0,381820.3826400002,24.77284,-129249.59999999999,main
IC2404,20240311,14:00:00,5361.2,1,1,1072240.0,-690444.2788799999,24.66152,128668.79999999999,main
IC2404,20240415,14:00:00,5335.8,1,2,-1067160.0,376691.17644000007,24.54468,-128059.2,main
IC2405,20240415,14:00:00,5309.2,1,1,1061840.0,-685173.2458799998,24.42232,127420.79999999999,main
IC2405,20240513,14:00:00,5508.2,1,2,-1101640.0,416441.4164000002,25.33772,-132196.8,main
IC2406,20240513,14:00:00,5474.0,1,1,1094800.0,-678383.7639999997,25.1804,131376.0,main
IC2406,20240617,14:00:00,5203.8,1,2,-1040760.0,362352.2985200003,23.93748,-124891.2,main
IC2407,20240617,14:00:00,5174.2,1,1,1034840.0,-672511.5027999997,23.80132,124180.79999999999,main
IC2407,20240715,14:00:00,4867.4,1,2,-973479.9999999999,300946.10716000025,22.39004,-116817.59999999998,main
IC2408,20240715,14:00:00,4841.6,1,1,968320.0000000001,-667396.1641999999,22.27136,116198.40000000001,main
IC2408,20240812,14:00:00,4709.6,1,2,-941920.0000000001,274502.1716400002,21.664160000000003,-113030.40000000001,main
IC2409,20240812,14:00:00,4683.0,1,1,936600.0,-662119.3701599998,21.5418,112392.0,main
IC2409,20240918,14:00:00,4474.0,1,2,-894800.0,232660.0494400002,20.5804,-107376.0,main
IC2410,20240918,14:00:00,4447.2,1,1,889440.0,-656800.4076799998,20.45712,106732.8,main
